text,sentiment
"In other news, had a great Saturday on the town with @kyotas_papillon and my old uni friend at a David Bowie tribute orchestra :P",positive
"Author of How to Mediate Like a Pro: 42 Rules for Mediating Disputes and How to Negotiate Like a Pro: 41 Rules for Resolving DisputesI just got back from a trip to Mumbai, specifically looking at the Art Deco architecture. Even though we saw a lot of Mumbai and learned a lot from our guide, I had a lot of questions and Maximum City answered them for me. I liked the way Mehta broke it down into various topics: the water, the sewers, the mafia, development, police corruption and honesty, Bollywood, garbage, beliefs, education, religions,and prostitutes. No one topic can be looked at in a vacuum. I am still processing my visit in my mind. Mumbai was my favorite city in India and that is partly because I have some understanding after reading Mehta's book. I hope he writes an update soon on the latest developments",positive
1st they're sour over Ayesha Curry's clothing preference. Now Kendrick is nominated for 11 Grammys. Ratchet Twitter is fleeing for the hills,negative
"OK, I had to read this book for school and you know why it stinks. Not enough action and too much description. The book was moved WAY to slow. Another thing is that it is absoultely depressing. Sorry John Steinbeck, your other books were decent, but The Pearl is the worst book ever!",negative
"I bought this for my husband even though I am the head MilkShake maker. He likes to have a milkshake every sunday night as our family thing to do. This makes a very smooth and creamy shake and we are enjoying it. It's easy to clean up, it's easy to start and stop, and it makes the perfect amount for each person. We are enjoying the fun and the look of it as well. Like an ice cream shop!",positive
good stream tonight will be back with more Mad Max tomorrow.....I want a PS4 so I can play Until Dawn fackkkk  see you tomorrow!,positive
So excited for new Thor on wednesday. I just finished @jasonaaron's last run and it's been so wonderful.,positive
Keystrokes in the West may mean a death sentence in Saudi Arabia - New Internationalist (blog) https://t.co/4KD82TDJ4M,neutral
works on the whodunit level as its larger themes get lost in the murk of its own making,negative
the IRA in a heartbeat. From a working class republican family. Instead she became 1st to go to uni &amp; became a world expert on terrorism.,neutral
"Ms Pagan has taken too few facts to construct a clay hero... ""true tale"" is truly an oxymoron! This book will be a deep disappointment to anyone interested in the history of the Congo or missions in Africa. I would like my money back which is not an option,but this piece of ""thin cloth"" is not going to sit on my missions history shelf... .",negative
@GigHarborLax just added a game with Curtis for April 1st. No fooling.,neutral
@adilray hi Adil how r you saw you last Thursday on MUSIC Awards on BBC 1 and today heard you on The Breakfast SHOW Chris Evans,neutral
An imponderably stilted and self-consciously arty movie .,negative
"Hi y'all I'm selling three tickets at face value ($80) for Amy Schumer on Friday in MKE, let me know if you want them!",positive
"If you love DM, and I mean love DM to pieces, then Q3A is for you. It's Quakeworld with a breath of fresh new graphics. If you want something really exciting, then go somewhere else. I found the game to be very very boring. I've been playing Quake since pre Quake World and this game was a huge let down for me. There is a reason that everybody and their brother are playing TFC online....it's much more team oriented and interactive=fun. Straight DM is fun for about 10 min, for me at least. UT, Half-Life with TFC are 100 times more stimulating and fun that this game is.Q3A represents a technological leap, but not a leap in gaming.",negative
David de Gea has been told by Manchester United to forget about joining Real Madrid in January [the sun],neutral
Someone go see Janet Jackson with me September 29th :(,neutral
"I love the tablet, and I would recommend it; but it has one drawback and that is that adobe flash isn't compatible with the operating system. An update or fix is definitely needed, once that's done; this would be an excellent tablet to purchase. So if you",neutral
"Jesus. Edgar is talking like he's trying to impress his dad (in this case, Dana White) after his 6th straight A+ exam. Give him the shot.",positive
@ddlovato dear Demi i just wanted to send some love to you during this hard time for you may the good lord be with you. love always Curtis.,positive
"I have a cairn terrier and a shar-pei who both take Cosequin, so I like to stock up. There is no question that they are more comfortable and active when taking this product. My vet sells it, but this price was MUCH better. I got my package in a couple of days!",positive
"Outstanding performances, by both soloist and accompanist. The singing is nuanced without being over-emoted (there is no unnecessary bellowing or sliding around). I find Hagegard especially fine in soft passages.",positive
"I didn't understand this book at all. Maybe you will, but I can't reccommend it at all. I can't say anything bad, since he is a colleague of mine, but whatever.GO RED SOX!",negative
A straight-ahead thriller that never rises above superficiality .,negative
"this movie is TOTALLY OFF! and it skips a huge amount of time. the great world war (WWI) doesn't take place until Anne's kids are old enough to fight in tha war and get married. not when she and Gilbert are. so this story has nothing to do with that of ANNE OF GREEN GABLES. if you've never read teh books, it's a pretty good story. b ut if you have, don't bother. i wont even let anyone in my family buy it for me even though they know it will complete my set. don't bother with it if you are a true L.M. Montgomery fan.",negative
One fantastic ( and educational ) documentary .,positive
Tony Blair the former prime minster of the UK tried to force Thom Yorke to meet him https://t.co/QaLGwnngVh,neutral
